Nom;Téléphone;Site;Email_Scrapé;Pixel_FB;Mobile_OK;CMS;IA_Relevant
sos plombier chauffagiste express;Numéro de téléphone: 0480 20 61 95;https://www.google.com/url?q=https://sosplombier.express/&opi=79508299&sa=U&ved=0ahUKEwikhqvn8uqRAxWL0QIHHa31MEEQ61gICSgF&usg=AOvVaw2UpS6HSwZtuXpoe8LE4wSr;NOT_FOUND;NON;OUI;WordPress;UNKNOWN
Ets Dubois scrl;Numéro de téléphone: 04 343 25 59;https://www.google.com/url?q=https://dubois-ets.be/&opi=79508299&sa=U&ved=0ahUKEwi52oj08uqRAxUH9AIHHdRfMI8Q61gIEigO&usg=AOvVaw2ZdEqdp9jpMAFa5QUlxWh1;etablissement.dubois@gmail.com;NON;OUI;NOT_FOUND;UNKNOWN
belga plombier à liège;Numéro de téléphone: 0480 20 59 91;https://www.google.com/url?q=https://belga-plomberie.be/plombier-liege/&opi=79508299&sa=U&ved=0ahUKEwjkyaz48uqRAxWH2gIHHbzbJrEQ61gIEigO&usg=AOvVaw138mzgV_aG6fdnOO9mqirg;contactt@belga-plomberie.com;NON;OUI;WordPress;UNKNOWN
MERTENS plombier liege;Numéro de téléphone: 0499 73 72 28;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Ets Barette;Numéro de téléphone: 04 342 52 95;https://www.google.com/url?q=https://www.barettesrl.be/&opi=79508299&sa=U&ved=0ahUKEwiEtJqI8-qRAxWC5AIHHfEBLwcQ61gIEigO&usg=AOvVaw08Kcjeml6jaMR2C_RMMIsy;info@barettesprl.be;NON;OUI;WordPress;UNKNOWN
Group Milord;Numéro de téléphone: 0486 89 66 02;https://www.google.com/url?q=https://www.groupmilord.com/&opi=79508299&sa=U&ved=0ahUKEwjby-OM8-qRAxXS5AIHHbUbN4MQ61gIEigO&usg=AOvVaw10ghLC3wvfANtlKqOLq2oV;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
JSS Débouchage;Numéro de téléphone: 0493 79 03 84;https://www.google.com/url?q=https://www.jss-debouchage-canalisations-liege.be/&opi=79508299&sa=U&ved=0ahUKEwiEqfaQ8-qRAxVd4gIHHU41AS8Q61gIEigO&usg=AOvVaw2z2M9qhdXxsqcPqnUzVnxc;NOT_FOUND;NON;OUI;WordPress;UNKNOWN
Chauffamax liege;Numéro de téléphone: 0493 29 99 98;https://www.google.com/url?q=https://www.chauffamax-liege.be/&opi=79508299&sa=U&ved=0ahUKEwiXjKGV8-qRAxVdRv4FHUlqEWkQ61gIEigO&usg=AOvVaw3a41hDr_VIBYPzkctHxFXC;chauffamax4432@gmail.com;OUI;OUI;WordPress;UNKNOWN
Chauffagiste Hc Energy Liège;Numéro de téléphone: 04 365 80 00;https://www.google.com/url?q=http://www.hcenergy.be/%3Fdept%3Dliege&opi=79508299&sa=U&ved=0ahUKEwjVwq-Z8-qRAxXR2QIHHdv0AAcQ61gIEigO&usg=AOvVaw1LNMNpJKN6vEVjstnnJ17x;info@hcenergy.be;NON;OUI;WordPress;UNKNOWN
JLP CHAUFFAGE & SANITAIRE s.r.l.;Numéro de téléphone: 04 365 39 59;https://www.google.com/url?q=https://jlpchauffage.simdif.com/&opi=79508299&sa=U&ved=0ahUKEwjHgISd8-qRAxXG9QIHHa0uFxMQ61gIEigO&usg=AOvVaw307VQcxqirqzBq762OFpks;NOT_FOUND;NON;OUI;NOT_FOUND;UNKNOWN
INSTAL OBRA srl;Numéro de téléphone: 0470 92 08 68;https://www.google.com/url?q=http://www.instalobra.be/&opi=79508299&sa=U&ved=0ahUKEwiLxPqf8-qRAxUW0QIHHb3ZCeYQ61gIEigO&usg=AOvVaw3VJmuIZABf5ggbZ79SATkr;NOT_FOUND;NON;NON;Squarespace;UNKNOWN
Frigoriste Liège;Numéro de téléphone: 0475 33 04 40;https://www.google.com/url?q=http://www.frigoriste-liege.be/&opi=79508299&sa=U&ved=0ahUKEwjj3_Gi8-qRAxXQ9AIHHQS9CvUQ61gICSgF&usg=AOvVaw2_1TXBxHN8e_rMzYvpQmjH;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Vrancken;Numéro de téléphone: 04 343 44 37;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Le déboucheur liégeois srl // débouchage Liège;Numéro de téléphone: 0494 58 11 35;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
PCD SERVICES;Numéro de téléphone: 0492 50 16 17;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
PCD SERVICES;Numéro de téléphone: 04 290 41 01;https://www.google.com/url?q=https://www.facq.be/fr/particuliers/magasins/facq-liege&opi=79508299&sa=U&ved=0ahUKEwi0hc7X8-qRAxWN1wIHHRUlAgAQ61gIEigO&usg=AOvVaw00NAaN5sYz4bmX9uXWtK21;grivegnee@facq.be;NON;OUI;NOT_FOUND;UNKNOWN
SODRY s.a. travaux toiture liège;Numéro de téléphone: 04 349 13 33;https://www.google.com/url?q=http://www.sodry.be/&opi=79508299&sa=U&ved=0ahUKEwjMpdHb8-qRAxWw3AIHHbEsC_oQ61gIEigO&usg=AOvVaw2N7y_Uus4AaWs45TSdUWNu;NOT_FOUND;NON;OUI;Webflow;UNKNOWN
Chauffagiste Liège;Numéro de téléphone: 04 287 35 70;https://www.google.com/url?q=http://www.chauffagiste-liege.be/&opi=79508299&sa=U&ved=0ahUKEwjcstrf8-qRAxVH0QIHHdxsACYQ61gIEigO&usg=AOvVaw33RpdBnIrMif6yiB-0ROG3;info@chauffagiste-liege.be;NON;OUI;NOT_FOUND;UNKNOWN
BPO Parisse Fils;Numéro de téléphone: 04 342 90 92;https://www.google.com/url?q=http://www.bpoparissefils.be/&opi=79508299&sa=U&ved=0ahUKEwiAhdzj8-qRAxUFxgIHHXG-AI8Q61gIEigO&usg=AOvVaw3J2YjGRJUfDhIkEMCp41Cc;NOT_FOUND;NON;OUI;NOT_FOUND;UNKNOWN
ARTZAS ENERGY;Numéro de téléphone: 0486 99 44 14;https://www.google.com/url?q=http://www.artzas.com/&opi=79508299&sa=U&ved=0ahUKEwic_Zvn8-qRAxX-zwIHHRu9D58Q61gIEigO&usg=AOvVaw1KuYi1olK18S9_CRbbKFHq;romzas11@gmail.com;NON;OUI;WordPress;UNKNOWN
Polli-Egouts Fils;Numéro de téléphone: 04 266 71 92;https://www.google.com/url?q=https://www.canalisation-liege.be/&opi=79508299&sa=U&ved=0ahUKEwixyt7p8-qRAxXV9AIHHf9NBG8Q61gIEigO&usg=AOvVaw3QVvteuDFCS1iLHtG6fgK4;605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com;NON;OUI;Wix;UNKNOWN
Solichauffe;NOT_FOUND;https://www.google.com/url?q=https://www.pagesdor.be/entreprise/Li%25C3%25A8ge/L13113494/SOLICHAUFFE/&opi=79508299&sa=U&ved=0ahUKEwjD__zt8-qRAxXj9AIHHa_FMqsQ61gIDigK&usg=AOvVaw1OnkQEYxOEp1srd4-LxY3T;solichauffe@gmail.com;NON;OUI;NOT_FOUND;UNKNOWN
Jpal;NOT_FOUND;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Gabriel & Fils Débouchage;Numéro de téléphone: 0471 22 68 43;https://www.google.com/url?q=https://www.gabrieletfils-debouchage.be/inspection/&opi=79508299&sa=U&ved=0ahUKEwjUua2S9OqRAxUX_rsIHaUoGNEQ61gIEigO&usg=AOvVaw0hSQDiuvoNqlPEnU-k400t;info@gabrieletfils.be;NON;OUI;NOT_FOUND;UNKNOWN
Débouchage Wagner;Numéro de téléphone: 0475 23 94 51;https://www.google.com/url?q=https://debouchagewagner.be/&opi=79508299&sa=U&ved=0ahUKEwj7yoWW9OqRAxUp_7sIHXqiJBwQ61gIEigO&usg=AOvVaw2zo47-IhZ1vlRWhT5V1zdI;info@andre-ematel.be;NON;OUI;WordPress;UNKNOWN
Vandermeulen / Thierry;Numéro de téléphone: 0475 86 27 54;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Zanetti sa;Numéro de téléphone: 04 227 20 41;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Wambersy / Pierre;Numéro de téléphone: 04 250 35 55;https://www.google.com/url?q=http://www.wambersy.com/contact.php&opi=79508299&sa=U&ved=0ahUKEwia54yz9OqRAxVwgf0HHdRPMrgQ61gIEigO&usg=AOvVaw1YTS_GMapwXEGIzVBnXs1_;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
EDM Presti srl;Numéro de téléphone: 0498 03 03 31;https://www.google.com/url?q=https://edmpresti.be/&opi=79508299&sa=U&ved=0ahUKEwjCsoG39OqRAxUV8rsIHUpiK1AQ61gICSgF&usg=AOvVaw16poF5wXZwM_G9zwkOX1wP;info@edmpresti.be;NON;OUI;WordPress;UNKNOWN
