Nom;Téléphone;Site;Email_Scrapé;Pixel_FB;Mobile_OK;CMS;IA_Relevant
Climatisation ClimaCosta;Numéro de téléphone: 0800 82 526;https://www.google.com/url?q=https://climacosta.be/&opi=79508299&sa=U&ved=0ahUKEwishYj8iO6RAxV52QIHHXLoApYQ61gIEigO&usg=AOvVaw2y7I9IMEVtEbTWqJIR2oAx;info@climacosta.be;OUI;OUI;WordPress;FALSE
Braigeco;Numéro de téléphone: 0472 13 40 56;https://www.google.com/url?q=http://www.braigeco.com/&opi=79508299&sa=U&ved=0ahUKEwjrs87-iO6RAxVP1AIHHcFIEmsQ61gIEigO&usg=AOvVaw0E6KKnr3MA5Lj0d7sqiuTS;info@braigeco.com;NON;OUI;NOT_FOUND;TRUE
Serenity Energy;Numéro de téléphone: 071 15 81 33;https://www.google.com/url?q=https://serenityenergy.be/&opi=79508299&sa=U&ved=0ahUKEwj-iduBie6RAxXz3QIHHcf0A9MQ61gIEigO&usg=AOvVaw3l7TJyGecXDCi8xZipswwn;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Air Evolution;Numéro de téléphone: 071 96 72 88;https://www.google.com/url?q=http://www.air-evolution.be/&opi=79508299&sa=U&ved=0ahUKEwiuu9-Eie6RAxX04wIHHSxoAMgQ61gIEigO&usg=AOvVaw1gUonYjwqnwtgPM3hML_OP;info@air-evolution.be;NON;OUI;NOT_FOUND;TRUE
Iso Full;Numéro de téléphone: 071 11 66 05;https://www.google.com/url?q=https://www.isofull.be/&opi=79508299&sa=U&ved=0ahUKEwj46-eIie6RAxXMzgIHHa-vAFUQ61gIEigO&usg=AOvVaw3dHbRgF6iA-qKPApwHHJh8;iso.full@outlook.be;NON;OUI;NOT_FOUND;FALSE
Solar energy Photovoltaïque Wallonie Qualiwatt;Numéro de téléphone: 071 35 21 00;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
BSEngi;Numéro de téléphone: 0472 13 40 56;https://www.google.com/url?q=http://www.bsengi.be/&opi=79508299&sa=U&ved=0ahUKEwic77GZie6RAxUE0AIHHbGoFhwQ61gIECgN&usg=AOvVaw3FLG2gsENhRJlI8NdrBxl1;info@bsengi.be;NON;OUI;NOT_FOUND;TRUE
BSEngi;Numéro de téléphone: 0472 13 40 56;https://www.google.com/url?q=http://www.bsengi.be/&opi=79508299&sa=U&ved=0ahUKEwic77GZie6RAxUE0AIHHbGoFhwQ61gIECgN&usg=AOvVaw3FLG2gsENhRJlI8NdrBxl1;info@bsengi.be;NON;OUI;NOT_FOUND;TRUE
BSEngi;Numéro de téléphone: 0472 13 40 56;https://www.google.com/url?q=http://www.bsengi.be/&opi=79508299&sa=U&ved=0ahUKEwic77GZie6RAxUE0AIHHbGoFhwQ61gIECgN&usg=AOvVaw3FLG2gsENhRJlI8NdrBxl1;info@bsengi.be;NON;OUI;NOT_FOUND;TRUE
BSEngi;Numéro de téléphone: 0472 13 40 56;https://www.google.com/url?q=http://www.bsengi.be/&opi=79508299&sa=U&ved=0ahUKEwic77GZie6RAxUE0AIHHbGoFhwQ61gIECgN&usg=AOvVaw3FLG2gsENhRJlI8NdrBxl1;info@bsengi.be;NON;OUI;NOT_FOUND;TRUE
BSEngi;Numéro de téléphone: 0472 13 40 56;https://www.google.com/url?q=http://www.bsengi.be/&opi=79508299&sa=U&ved=0ahUKEwic77GZie6RAxUE0AIHHbGoFhwQ61gIECgN&usg=AOvVaw3FLG2gsENhRJlI8NdrBxl1;info@bsengi.be;NON;OUI;NOT_FOUND;TRUE
BSEngi;Numéro de téléphone: 0472 13 40 56;https://www.google.com/url?q=http://www.bsengi.be/&opi=79508299&sa=U&ved=0ahUKEwic77GZie6RAxUE0AIHHbGoFhwQ61gIECgN&usg=AOvVaw3FLG2gsENhRJlI8NdrBxl1;info@bsengi.be;NON;OUI;NOT_FOUND;TRUE
BSEngi;Numéro de téléphone: 0472 13 40 56;https://www.google.com/url?q=http://www.bsengi.be/&opi=79508299&sa=U&ved=0ahUKEwic77GZie6RAxUE0AIHHbGoFhwQ61gIECgN&usg=AOvVaw3FLG2gsENhRJlI8NdrBxl1;info@bsengi.be;NON;OUI;NOT_FOUND;TRUE
BSEngi;Numéro de téléphone: 0472 13 40 56;https://www.google.com/url?q=http://www.bsengi.be/&opi=79508299&sa=U&ved=0ahUKEwic77GZie6RAxUE0AIHHbGoFhwQ61gIECgN&usg=AOvVaw3FLG2gsENhRJlI8NdrBxl1;info@bsengi.be;NON;OUI;NOT_FOUND;TRUE
BSEngi;Numéro de téléphone: 0472 13 40 56;https://www.google.com/url?q=http://www.bsengi.be/&opi=79508299&sa=U&ved=0ahUKEwic77GZie6RAxUE0AIHHbGoFhwQ61gIECgN&usg=AOvVaw3FLG2gsENhRJlI8NdrBxl1;info@bsengi.be;NON;OUI;NOT_FOUND;TRUE
BSEngi;Numéro de téléphone: 0472 13 40 56;https://www.google.com/url?q=http://www.bsengi.be/&opi=79508299&sa=U&ved=0ahUKEwic77GZie6RAxUE0AIHHbGoFhwQ61gIECgN&usg=AOvVaw3FLG2gsENhRJlI8NdrBxl1;info@bsengi.be;NON;OUI;NOT_FOUND;TRUE
BSEngi;Numéro de téléphone: 0472 13 40 56;https://www.google.com/url?q=http://www.bsengi.be/&opi=79508299&sa=U&ved=0ahUKEwic77GZie6RAxUE0AIHHbGoFhwQ61gIECgN&usg=AOvVaw3FLG2gsENhRJlI8NdrBxl1;info@bsengi.be;NON;OUI;NOT_FOUND;TRUE
BSEngi;Numéro de téléphone: 0472 13 40 56;https://www.google.com/url?q=http://www.bsengi.be/&opi=79508299&sa=U&ved=0ahUKEwic77GZie6RAxUE0AIHHbGoFhwQ61gIECgN&usg=AOvVaw3FLG2gsENhRJlI8NdrBxl1;info@bsengi.be;NON;OUI;NOT_FOUND;TRUE
BSEngi;Numéro de téléphone: 0472 13 40 56;https://www.google.com/url?q=http://www.bsengi.be/&opi=79508299&sa=U&ved=0ahUKEwic77GZie6RAxUE0AIHHbGoFhwQ61gIECgN&usg=AOvVaw3FLG2gsENhRJlI8NdrBxl1;info@bsengi.be;NON;OUI;NOT_FOUND;TRUE
BSEngi;Numéro de téléphone: 0472 13 40 56;https://www.google.com/url?q=http://www.bsengi.be/&opi=79508299&sa=U&ved=0ahUKEwic77GZie6RAxUE0AIHHbGoFhwQ61gIECgN&usg=AOvVaw3FLG2gsENhRJlI8NdrBxl1;info@bsengi.be;NON;OUI;NOT_FOUND;TRUE
BSEngi;Numéro de téléphone: 0472 13 40 56;https://www.google.com/url?q=http://www.bsengi.be/&opi=79508299&sa=U&ved=0ahUKEwic77GZie6RAxUE0AIHHbGoFhwQ61gIECgN&usg=AOvVaw3FLG2gsENhRJlI8NdrBxl1;info@bsengi.be;NON;OUI;NOT_FOUND;TRUE
BSEngi;Numéro de téléphone: 0472 13 40 56;https://www.google.com/url?q=http://www.bsengi.be/&opi=79508299&sa=U&ved=0ahUKEwic77GZie6RAxUE0AIHHbGoFhwQ61gIECgN&usg=AOvVaw3FLG2gsENhRJlI8NdrBxl1;info@bsengi.be;NON;OUI;NOT_FOUND;TRUE
BSEngi;Numéro de téléphone: 0472 13 40 56;https://www.google.com/url?q=http://www.bsengi.be/&opi=79508299&sa=U&ved=0ahUKEwic77GZie6RAxUE0AIHHbGoFhwQ61gIECgN&usg=AOvVaw3FLG2gsENhRJlI8NdrBxl1;info@bsengi.be;NON;OUI;NOT_FOUND;TRUE
BSEngi;Numéro de téléphone: 0472 13 40 56;https://www.google.com/url?q=http://www.bsengi.be/&opi=79508299&sa=U&ved=0ahUKEwic77GZie6RAxUE0AIHHbGoFhwQ61gIECgN&usg=AOvVaw3FLG2gsENhRJlI8NdrBxl1;info@bsengi.be;NON;OUI;NOT_FOUND;TRUE
BSEngi;Numéro de téléphone: 0472 13 40 56;https://www.google.com/url?q=http://www.bsengi.be/&opi=79508299&sa=U&ved=0ahUKEwic77GZie6RAxUE0AIHHbGoFhwQ61gIECgN&usg=AOvVaw3FLG2gsENhRJlI8NdrBxl1;info@bsengi.be;NON;OUI;NOT_FOUND;TRUE
BSEngi;Numéro de téléphone: 0472 13 40 56;https://www.google.com/url?q=http://www.bsengi.be/&opi=79508299&sa=U&ved=0ahUKEwic77GZie6RAxUE0AIHHbGoFhwQ61gIECgN&usg=AOvVaw3FLG2gsENhRJlI8NdrBxl1;info@bsengi.be;NON;OUI;NOT_FOUND;TRUE
BSEngi;Numéro de téléphone: 0472 13 40 56;https://www.google.com/url?q=http://www.bsengi.be/&opi=79508299&sa=U&ved=0ahUKEwic77GZie6RAxUE0AIHHbGoFhwQ61gIECgN&usg=AOvVaw3FLG2gsENhRJlI8NdrBxl1;info@bsengi.be;NON;OUI;NOT_FOUND;TRUE
BSEngi;Numéro de téléphone: 0472 13 40 56;https://www.google.com/url?q=http://www.bsengi.be/&opi=79508299&sa=U&ved=0ahUKEwic77GZie6RAxUE0AIHHbGoFhwQ61gIECgN&usg=AOvVaw3FLG2gsENhRJlI8NdrBxl1;info@bsengi.be;NON;OUI;NOT_FOUND;TRUE
BSEngi;Numéro de téléphone: 0472 13 40 56;https://www.google.com/url?q=http://www.bsengi.be/&opi=79508299&sa=U&ved=0ahUKEwic77GZie6RAxUE0AIHHbGoFhwQ61gIECgN&usg=AOvVaw3FLG2gsENhRJlI8NdrBxl1;info@bsengi.be;NON;OUI;NOT_FOUND;TRUE
BSEngi;Numéro de téléphone: 0472 13 40 56;https://www.google.com/url?q=http://www.bsengi.be/&opi=79508299&sa=U&ved=0ahUKEwic77GZie6RAxUE0AIHHbGoFhwQ61gIECgN&usg=AOvVaw3FLG2gsENhRJlI8NdrBxl1;info@bsengi.be;NON;OUI;NOT_FOUND;TRUE
BSEngi;Numéro de téléphone: 0472 13 40 56;https://www.google.com/url?q=http://www.bsengi.be/&opi=79508299&sa=U&ved=0ahUKEwic77GZie6RAxUE0AIHHbGoFhwQ61gIECgN&usg=AOvVaw3FLG2gsENhRJlI8NdrBxl1;info@bsengi.be;NON;OUI;NOT_FOUND;TRUE
BSEngi;Numéro de téléphone: 0472 13 40 56;https://www.google.com/url?q=http://www.bsengi.be/&opi=79508299&sa=U&ved=0ahUKEwic77GZie6RAxUE0AIHHbGoFhwQ61gIECgN&usg=AOvVaw3FLG2gsENhRJlI8NdrBxl1;info@bsengi.be;NON;OUI;NOT_FOUND;TRUE
BSEngi;Numéro de téléphone: 0472 13 40 56;https://www.google.com/url?q=http://www.bsengi.be/&opi=79508299&sa=U&ved=0ahUKEwic77GZie6RAxUE0AIHHbGoFhwQ61gIECgN&usg=AOvVaw3FLG2gsENhRJlI8NdrBxl1;info@bsengi.be;NON;OUI;NOT_FOUND;TRUE
BSEngi;Numéro de téléphone: 0472 13 40 56;https://www.google.com/url?q=http://www.bsengi.be/&opi=79508299&sa=U&ved=0ahUKEwic77GZie6RAxUE0AIHHbGoFhwQ61gIECgN&usg=AOvVaw3FLG2gsENhRJlI8NdrBxl1;info@bsengi.be;NON;OUI;NOT_FOUND;TRUE
BSEngi;Numéro de téléphone: 0472 13 40 56;https://www.google.com/url?q=http://www.bsengi.be/&opi=79508299&sa=U&ved=0ahUKEwic77GZie6RAxUE0AIHHbGoFhwQ61gIECgN&usg=AOvVaw3FLG2gsENhRJlI8NdrBxl1;info@bsengi.be;NON;OUI;NOT_FOUND;TRUE
BSEngi;Numéro de téléphone: 0472 13 40 56;https://www.google.com/url?q=http://www.bsengi.be/&opi=79508299&sa=U&ved=0ahUKEwic77GZie6RAxUE0AIHHbGoFhwQ61gIECgN&usg=AOvVaw3FLG2gsENhRJlI8NdrBxl1;info@bsengi.be;NON;OUI;NOT_FOUND;TRUE
PARTNER ENERGIE;Numéro de téléphone: 0493 73 73 00;https://www.google.com/url?q=https://www.partnerenergie.be/&opi=79508299&sa=U&ved=0ahUKEwjAj7_2ie6RAxV0gf0HHWigKTcQ61gIEigO&usg=AOvVaw1p8zsmxCWM8LmxIDnPD6pE;info@partnerenergie.be;NON;OUI;WordPress;FALSE
G.G.I.P.;Numéro de téléphone: 0475 45 72 03;https://www.google.com/url?q=https://www.ggip.be/&opi=79508299&sa=U&ved=0ahUKEwi8u975ie6RAxXs7bsIHYyDKZIQ61gIEigO&usg=AOvVaw0t5QWgFuXniyP-KUogKudY;NOT_FOUND;NON;OUI;NOT_FOUND;TRUE
Entreprise pietka;Numéro de téléphone: 0472 48 72 61;https://www.google.com/url?q=https://www.entreprise-pietka.be/&opi=79508299&sa=U&ved=0ahUKEwjWo7j8ie6RAxVM_7sIHRnNKhQQ61gIEigO&usg=AOvVaw1FA-AYgjQOv7bSydzvfBL-;info@entreprise-pietka.be;NON;OUI;WordPress;TRUE
LGL Chauffage;Numéro de téléphone: 0471 93 22 10;https://www.google.com/url?q=https://lglchauffage.be/&opi=79508299&sa=U&ved=0ahUKEwi-yK2Aiu6RAxU49rsIHQHYD6IQ61gICSgF&usg=AOvVaw068ZbmzF79Nn_xsf5fAKBP;contact@lglchauffage.be;NON;OUI;WordPress;FALSE
Installateur de panneaux photovoltaïques;Numéro de téléphone: 0800 99 862;https://www.google.com/url?q=https://www.egcollignongroup.be/contactez-nous.html&opi=79508299&sa=U&ved=0ahUKEwjBwcGMiu6RAxVynP0HHYkzLl8Q61gIECgN&usg=AOvVaw0qeMI9HXuTMOCQQ7emWPfm;info@egcollignongroup.be;NON;OUI;NOT_FOUND;TRUE
Ckelec;Numéro de téléphone: 0475 30 62 00;https://www.google.com/url?q=http://www.ckelec.be/&opi=79508299&sa=U&ved=0ahUKEwiSvaCQiu6RAxV7hf0HHQG6AFUQ61gIEigO&usg=AOvVaw1khun_USnwv047WStm5hN-;info@ckelec.be;NON;OUI;WordPress;TRUE
SOLUHEAT - Chauffagiste région de Charleroi;Numéro de téléphone: 0489 28 04 49;https://www.google.com/url?q=https://www.facebook.com/profile.php%3Fid%3D100075983441636&opi=79508299&sa=U&ved=0ahUKEwii-5STiu6RAxUjgv0HHRDVGekQ61gIEigO&usg=AOvVaw02IoDvstlAGmuzMBLZkpMz;NOT_FOUND;NON;OUI;Wix;TRUE
Techni-Self chauffage, électricité, sanitaire, ventilation, climatisation et énergies renouvelables;Numéro de téléphone: 071 49 51 90;https://www.google.com/url?q=https://techniself.be/&opi=79508299&sa=U&ved=0ahUKEwi5np6Wiu6RAxXB_7sIHW_FOEMQ61gIEigO&usg=AOvVaw1l80T_VOOXpvMGV8C32-Sa;NOT_FOUND;OUI;OUI;WordPress;TRUE
Interieur et Chaleur;Numéro de téléphone: 071 33 12 98;https://www.google.com/url?q=https://www.interieur-chaleur.be/&opi=79508299&sa=U&ved=0ahUKEwiM8KOZiu6RAxVXif0HHdMJHlUQ61gIEigO&usg=AOvVaw19HUM1FOIdgCyvPeMegTN-;info@interieur-chaleur.be;NON;OUI;NOT_FOUND;FALSE
Solar System;Numéro de téléphone: 0455 12 02 32;https://www.google.com/url?q=https://www.solar-system.be/&opi=79508299&sa=U&ved=0ahUKEwj4l4uciu6RAxVrgv0HHR5hEPgQ61gIEigO&usg=AOvVaw3NcMHz7Ret3TIENaesmhUR;605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com;NON;OUI;WordPress;TRUE
Volteco - INSTALLATION PHOTOVOLTAÏQUE & POMPE Á CHALEUR;Numéro de téléphone: 067 47 00 09;https://www.google.com/url?q=http://www.volteco.be/&opi=79508299&sa=U&ved=0ahUKEwidk8Weiu6RAxWZgf0HHYmyCKkQ61gIEigO&usg=AOvVaw3qWmgxYsmWTvAnanUSaiKD;info@volteco.be;OUI;OUI;WordPress;TRUE
EVMOOV;Numéro de téléphone: 02 883 39 89;https://www.google.com/url?q=http://www.evmoov.be/&opi=79508299&sa=U&ved=0ahUKEwidvsehiu6RAxW0hf0HHZRpOuMQ61gIEigO&usg=AOvVaw1hA_9TFcr54dnonhI1wKeM;info@evmoov.be;NON;OUI;WordPress;TRUE
Silicium Solar Energie;Numéro de téléphone: 065 74 23 74;https://www.google.com/url?q=http://www.siliciumsolarenergie.com/&opi=79508299&sa=U&ved=0ahUKEwiqy4Wliu6RAxXBgv0HHRm_AWYQ61gIEigO&usg=AOvVaw1Rzb9DJioT_NBZ49qdhMte;devis@siliciumsolarenergie.com;NON;OUI;WordPress;TRUE
Solar-Ecologie;Numéro de téléphone: 071 71 37 23;https://www.google.com/url?q=https://www.solar-eco.be/&opi=79508299&sa=U&ved=0ahUKEwjHtfWniu6RAxWfhv0HHdSuFx4Q61gIEigO&usg=AOvVaw0DpVNiAKVXou-zuflw_GJ7;info@solar-eco.be;NON;OUI;WordPress;TRUE
Société wallonne du crédit social;Numéro de téléphone: 078 15 80 08;https://www.google.com/url?q=https://www.swcs.be/&opi=79508299&sa=U&ved=0ahUKEwiDmtyqiu6RAxWrh_0HHfYhKysQ61gIEigO&usg=AOvVaw1JusEj2msy-QvfNEiyEGOd;contact@swcs.be;NON;OUI;NOT_FOUND;FALSE
APG Energie;Numéro de téléphone: 071 48 92 19;https://www.google.com/url?q=https://apg-energie.be/&opi=79508299&sa=U&ved=0ahUKEwiMnPWtiu6RAxXPhf0HHV_KH_sQ61gIEigO&usg=AOvVaw123YBOz_L8sfrn5n0PBX9n;NOT_FOUND;NON;OUI;NOT_FOUND;FALSE
ST Energies;Numéro de téléphone: 071 21 88 81;https://www.google.com/url?q=https://stenergies.be/&opi=79508299&sa=U&ved=0ahUKEwjJ1-awiu6RAxU9hP0HHW49FAQQ61gIBygE&usg=AOvVaw0kWlAx7FYtw9Ncxt4uu9TI;NOT_FOUND;NON;OUI;WordPress;TRUE
NV Électricité;NOT_FOUND;https://www.google.com/url?q=https://www.nvelectricite.be/&opi=79508299&sa=U&ved=0ahUKEwi2tau9iu6RAxWyhv0HHa_oOtwQ61gIDigK&usg=AOvVaw0zHmXyesfx2f2EEcp9R-je;n-velec@outlook.be;NON;OUI;WordPress;TRUE
FinEnergy srl;Numéro de téléphone: 0474 87 70 43;https://www.google.com/url?q=http://www.finenergy.be/&opi=79508299&sa=U&ved=0ahUKEwifiN3Kiu6RAxUCnP0HHXjfJU4Q61gIECgN&usg=AOvVaw2ubpyfWKyRaIc186N883C6;info@finenergy.be;NON;NON;WordPress;TRUE
Energise-toi;Numéro de téléphone: 0477 33 38 67;https://www.google.com/url?q=https://www.energise-toi.be/&opi=79508299&sa=U&ved=0ahUKEwj_wNnNiu6RAxV787sIHbK5DAIQ61gIEigO&usg=AOvVaw2nkx4Vt6FcRNCJ3CbioS8K;lecompagnondutoit@gmail.com;NON;OUI;NOT_FOUND;TRUE
Gowat;Numéro de téléphone: 010 39 92 00;https://www.google.com/url?q=http://gowat.be/&opi=79508299&sa=U&ved=0ahUKEwiarrvQiu6RAxX69bsIHQSeBhIQ61gIEigO&usg=AOvVaw2OO02jbmJOUx5fy90qydlP;NOT_FOUND;NON;OUI;NOT_FOUND;FALSE
KGN Construct;Numéro de téléphone: 0489 71 07 10;https://www.google.com/url?q=http://kgn-construct.be/&opi=79508299&sa=U&ved=0ahUKEwifgLDTiu6RAxUehf0HHfsXOiMQ61gIEigO&usg=AOvVaw0Bz1iiPt69SVbB51U5n6M1;NOT_FOUND;NON;OUI;WordPress;TRUE
Christal-Energies Sprl;Numéro de téléphone: 064 65 06 53;https://www.google.com/url?q=http://www.christal-energies.be/&opi=79508299&sa=U&ved=0ahUKEwig0dfViu6RAxUJhv0HHQx1EL0Q61gIEigO&usg=AOvVaw0TVBCBrT9j1fDLbbbiaboz;NOT_FOUND;NON;NON;NOT_FOUND;TRUE
Bati bloq - Nettoyage & installation de panneaux solaires;Numéro de téléphone: 0476 63 26 86;https://www.google.com/url?q=https://batibloq.be/&opi=79508299&sa=U&ved=0ahUKEwjgjLrYiu6RAxWdgv0HHRCuGVEQ61gIEigO&usg=AOvVaw2_16QU5TbCrdmCIU5n_Vsp;info@batibloq.be;NON;OUI;WordPress;TRUE
Style Solar;Numéro de téléphone: 0472 11 41 88;https://www.google.com/url?q=https://stylesolar.be/&opi=79508299&sa=U&ved=0ahUKEwiRyevaiu6RAxVBh_0HHYA9JfYQ61gICSgF&usg=AOvVaw3RmpNvF-dB4pssUU8ftdWO;NOT_FOUND;NON;OUI;WordPress;TRUE
Vitr'eau Clean;Numéro de téléphone: 0472 39 34 92;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Simelec Pro;Numéro de téléphone: 067 70 01 42;https://www.google.com/url?q=https://www.simelecpro.be/&opi=79508299&sa=U&ved=0ahUKEwih6ar0iu6RAxV-_7sIHZ-ZMuwQ61gIEigO&usg=AOvVaw0cBGZUVrP9x_u8PtGWJCho;info@simelecpro.be;NON;OUI;WordPress;TRUE
