Nom;Téléphone;Site;Email_Scrapé;Pixel_FB;Mobile_OK;CMS;IA_Relevant
Looze Assurances sprl;Numéro de téléphone: 071 41 81 12;http://www.assuranceslooze.be/;info@bronchain-assurances.be;NON;OUI;NOT_FOUND;UNKNOWN
Henin Pascal sprl;NOT_FOUND;https://www.pagesdor.be/entreprise/Charleroi/L2024777/Henin+Pascal/;NOT_FOUND;NON;OUI;NOT_FOUND;UNKNOWN
Neutra;Numéro de téléphone: 071 20 52 11;http://neutrahospi.be/contact/;info@neutrassur.be;NON;OUI;WordPress;UNKNOWN
ASSURANCES MMH SCRL;Numéro de téléphone: 071 30 85 90;https://www.mmh.be/;NOT_FOUND;NON;OUI;WordPress;UNKNOWN
CAAMI;Numéro de téléphone: 071 32 91 98;https://www.caami-hziv.fgov.be/fr/bureau/caami-charleroi;charleroi@caami.be;NON;OUI;NOT_FOUND;UNKNOWN
Whestia;Numéro de téléphone: 04 235 87 00;http://www.whestia.be/;info@whestia.be;NON;OUI;NOT_FOUND;UNKNOWN
ACRES CREDITS SRL;Numéro de téléphone: 071 20 90 30;http://www.assurance-credit-hypothecaire.be/;info@acres.be;NON;OUI;WordPress;UNKNOWN
MC (Mutualité chrétienne) Charleroi;Numéro de téléphone: 081 81 28 28;https://www.mc.be/fr;NOT_FOUND;NON;OUI;NOT_FOUND;UNKNOWN
SOLUFINANCE;Numéro de téléphone: 0800 82 020;http://www.solufinance.be/;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Insurance 4 You;Numéro de téléphone: 0470 40 20 00;https://ins4you.be/;gestion@ins4you.be;NON;OUI;NOT_FOUND;UNKNOWN
Agence Mutualité Partenamut Charleroi Digue (sur RDV uniquement);Numéro de téléphone: 02 444 41 11;https://www.partenamut.be/;plaintes@partenamut.be;NON;OUI;NOT_FOUND;UNKNOWN
ING Couillet Loverval - Agent Independant;Numéro de téléphone: 071 29 75 90;https://www.ing.be/fr/retail/branches;NOT_FOUND;NON;OUI;NOT_FOUND;UNKNOWN
Attentia Prévention et protection Charleroi;NOT_FOUND;https://www.attentia.be/fr;NOT_FOUND;NON;OUI;NOT_FOUND;UNKNOWN
Bokiau;Numéro de téléphone: 071 31 80 09;http://www.alliance-bokiau.com/;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
P&V Gilly - Christophe Di Cecco;Numéro de téléphone: 0487 57 20 70;https://gilly.pv.be/;NOT_FOUND;NON;OUI;WordPress;UNKNOWN
DKV Assurance;NOT_FOUND;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
sa DE VRIENDT;Numéro de téléphone: 071 41 90 60;http://www.sadevriendt.be/;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Mutualités Chrétiennes Anderlues;Numéro de téléphone: 071 50 96 40;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Assurances Peron sprl;Numéro de téléphone: 071 20 56 60;http://www.peron.be/;NOT_FOUND;NON;OUI;WordPress;UNKNOWN
Dincassur 4 srl (Lodelinsart);Numéro de téléphone: 071 31 31 51;http://www.dincassur4.be/;info@dincassur4.be;NON;OUI;WordPress;UNKNOWN
Viaxis;Numéro de téléphone: 071 20 97 20;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Delforge/Zanotti=Cos.Emi SRL;Numéro de téléphone: 071 31 44 55;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Institut National d'Assurance Maladie-Invalidité (INAMI);Numéro de téléphone: 071 60 06 60;https://www.inami.fgov.be/;NOT_FOUND;NON;OUI;NOT_FOUND;UNKNOWN
MC (Mutualité chrétienne) Gilly;Numéro de téléphone: 081 81 28 28;https://www.mc.be/fr;NOT_FOUND;NON;OUI;NOT_FOUND;UNKNOWN
Gailly Assurances;Numéro de téléphone: 071 36 52 36;https://www.heures.be/gailly-assurances/charleroi/1;NOT_FOUND;NON;OUI;NOT_FOUND;UNKNOWN
Solidarites Nouvelles;NOT_FOUND;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Minart Maurice, Assurances;Numéro de téléphone: 071 36 09 70;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Laurenco;Numéro de téléphone: 071 30 05 55;https://www.pagesdor.be/entreprise/Charleroi/L275215/Laurenco/;laurenco@skynet.be;NON;OUI;NOT_FOUND;UNKNOWN
Delforge/Zanotti=Pelagie SA;Numéro de téléphone: 071 30 01 34;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Gl Assurances;NOT_FOUND;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Delforge&Zanotti;Numéro de téléphone: 071 31 70 88;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Otabel Assurances;Numéro de téléphone: 071 31 70 88;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
BNP Paribas Fortis Charleroi;Numéro de téléphone: 02 762 20 00;https://www.bnpparibasfortis.be/fr/public/particuliers;NOT_FOUND;NON;OUI;NOT_FOUND;UNKNOWN
Cabinet d'avocat Emmanuel Losseau - Charleroi;Numéro de téléphone: 071 65 19 73;http://www.avocat-losseau.be/;e.losseau@avocat.be;NON;OUI;WordPress;UNKNOWN
Equant Belgium;Numéro de téléphone: 071 20 13 11;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Loc Assur;Numéro de téléphone: 071 49 16 60;https://loc-assur.be/;info@locassur.be;NON;OUI;WordPress;UNKNOWN
Police Judiciaire Fédérale de Charleroi;Numéro de téléphone: 071 29 10 11;https://www.police.be/5998/fr/contact/services/police-judiciaire-federale-charleroi;NOT_FOUND;NON;OUI;NOT_FOUND;UNKNOWN
