Nom;Téléphone;Site;Email_Scrapé;Pixel_FB;Mobile_OK;CMS;IA_Relevant
IETS - Institut d'Enseignement Technique Secondaire;Numéro de téléphone: 071 55 22 38;https://www.etudierenhainaut.be/institut-enseignement-technique-secondaire.html;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Appât Marketing Internet;Numéro de téléphone: 0491 36 11 44;http://www.businessbonnheur.com/;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
FireCopywriting;Numéro de téléphone: 0488 61 01 94;https://www.google.com/maps/place/SitePerso+-+Bernard+Dombrecht/data=!4m7!3m6!1s0x47c226eb15c8a70d:0x66de4df1d01d3fc8!8m2!3d50.3702464!4d4.459755!16s%2Fg%2F1tv3mvck!19sChIJDafIFesmwkcRyD8d0PFN3mY;NOT_FOUND;NON;OUI;NOT_FOUND;UNKNOWN
Agence de marketing web;Numéro de téléphone: 02 315 99 42;https://web89.be/webmarketing-belgique;info@web89.be;NON;OUI;WordPress;UNKNOWN
Lecon Marketing;NOT_FOUND;https://www.google.com/maps/place/SitePerso+-+Bernard+Dombrecht/data=!4m7!3m6!1s0x47c226eb15c8a70d:0x66de4df1d01d3fc8!8m2!3d50.3702464!4d4.459755!16s%2Fg%2F1tv3mvck!19sChIJDafIFesmwkcRyD8d0PFN3mY;NOT_FOUND;NON;OUI;NOT_FOUND;UNKNOWN
Nonante Cinq - Charleroi (Agence de conseil en communication et Relations Publiques);Numéro de téléphone: 071 11 82 95;https://www.nonantecinq.com/;NOT_FOUND;OUI;OUI;NOT_FOUND;UNKNOWN
Wuji Marketing;Numéro de téléphone: 0487 82 78 20;https://www.google.com/maps/place/SitePerso+-+Bernard+Dombrecht/data=!4m7!3m6!1s0x47c226eb15c8a70d:0x66de4df1d01d3fc8!8m2!3d50.3702464!4d4.459755!16s%2Fg%2F1tv3mvck!19sChIJDafIFesmwkcRyD8d0PFN3mY;NOT_FOUND;NON;OUI;NOT_FOUND;UNKNOWN
Expert Marketing;Numéro de téléphone: 0485 61 75 76;http://expert-marketing.be/contact.php;info@dteam.be;NON;OUI;NOT_FOUND;UNKNOWN
CaroloWeb;Numéro de téléphone: 071 14 34 92;https://caroloweb.be/;NOT_FOUND;NON;OUI;WordPress;UNKNOWN
Peek's;Numéro de téléphone: 0495 34 05 90;https://www.google.com/maps/place/SitePerso+-+Bernard+Dombrecht/data=!4m7!3m6!1s0x47c226eb15c8a70d:0x66de4df1d01d3fc8!8m2!3d50.3702464!4d4.459755!16s%2Fg%2F1tv3mvck!19sChIJDafIFesmwkcRyD8d0PFN3mY;NOT_FOUND;NON;OUI;NOT_FOUND;UNKNOWN
Neovex IT Graphic;Numéro de téléphone: 0475 40 27 27;http://www.neovex.be/;nom@domaine.com;NON;OUI;NOT_FOUND;UNKNOWN
Clef2web;Numéro de téléphone: 071 96 04 74;https://www.clef2web.be/;NOT_FOUND;OUI;OUI;WordPress;UNKNOWN
Cydes Consulting;Numéro de téléphone: 0488 32 23 83;https://www.google.com/maps/place/SitePerso+-+Bernard+Dombrecht/data=!4m7!3m6!1s0x47c226eb15c8a70d:0x66de4df1d01d3fc8!8m2!3d50.3702464!4d4.459755!16s%2Fg%2F1tv3mvck!19sChIJDafIFesmwkcRyD8d0PFN3mY;NOT_FOUND;NON;OUI;NOT_FOUND;UNKNOWN
Xavier Degraux;Numéro de téléphone: 0478 35 93 56;http://www.xavierdegraux.be/;xavier@degraux.be;NON;OUI;WordPress;UNKNOWN
Abroad Design;Numéro de téléphone: 0486 78 33 63;https://www.google.com/maps/place/SitePerso+-+Bernard+Dombrecht/data=!4m7!3m6!1s0x47c226eb15c8a70d:0x66de4df1d01d3fc8!8m2!3d50.3702464!4d4.459755!16s%2Fg%2F1tv3mvck!19sChIJDafIFesmwkcRyD8d0PFN3mY;NOT_FOUND;NON;OUI;NOT_FOUND;UNKNOWN
A.L.N.Marketing Business;Numéro de téléphone: 0494 17 02 53;https://www.google.com/maps/place/SitePerso+-+Bernard+Dombrecht/data=!4m7!3m6!1s0x47c226eb15c8a70d:0x66de4df1d01d3fc8!8m2!3d50.3702464!4d4.459755!16s%2Fg%2F1tv3mvck!19sChIJDafIFesmwkcRyD8d0PFN3mY;NOT_FOUND;NON;OUI;NOT_FOUND;UNKNOWN
Charleroi-Danse -centre chorégraphique FWB;Numéro de téléphone: 071 20 56 40;http://www.charleroi-danse.be/;NOT_FOUND;NON;OUI;NOT_FOUND;UNKNOWN
GuyEdgardBotson;Numéro de téléphone: 0498 37 03 06;https://guyedgardbotson.be/;NOT_FOUND;OUI;OUI;WordPress;UNKNOWN
DynamicDigital;Numéro de téléphone: 0494 16 48 15;https://www.dynamicdigital.eu/;info@dynamicdigital.eu;NON;OUI;WordPress;UNKNOWN
testbusiness;NOT_FOUND;https://www.google.com/maps/place/SitePerso+-+Bernard+Dombrecht/data=!4m7!3m6!1s0x47c226eb15c8a70d:0x66de4df1d01d3fc8!8m2!3d50.3702464!4d4.459755!16s%2Fg%2F1tv3mvck!19sChIJDafIFesmwkcRyD8d0PFN3mY;NOT_FOUND;NON;OUI;NOT_FOUND;UNKNOWN
Onlyne - Agence de publicité & stratégie digitale;Numéro de téléphone: 071 15 90 29;https://onlyne.be/;job@onlyne.be;NON;OUI;WordPress;UNKNOWN
Out of the box communication;Numéro de téléphone: 0474 90 76 58;https://www.outoftheboxcommunication.be/;info@outoftheboxcommunication.be;NON;OUI;WordPress;UNKNOWN
SitePerso - Bernard Dombrecht;Numéro de téléphone: 0476 46 09 40;http://www.siteperso.be/;info@siteperso.be;NON;OUI;NOT_FOUND;UNKNOWN
Dirty Monitor;Numéro de téléphone: 071 11 71 00;http://www.dirtymonitor.com/;info@dirtymonitor.com;NON;OUI;NOT_FOUND;UNKNOWN
Wake up Agency;Numéro de téléphone: 0487 42 83 00;https://www.wakeupagency.be/;info@wakeupagency.be;NON;OUI;WordPress;UNKNOWN
Next Horizon;Numéro de téléphone: 0497 67 84 49;https://www.nexthorizon.be/;NOT_FOUND;NON;OUI;NOT_FOUND;UNKNOWN
Minuteweb.be;Numéro de téléphone: 0479 67 58 00;https://www.minuteweb.be/;NOT_FOUND;NON;OUI;WordPress;UNKNOWN
Best in Biz;Numéro de téléphone: 0477 88 22 50;https://www.google.com/maps/place/SitePerso+-+Bernard+Dombrecht/data=!4m7!3m6!1s0x47c226eb15c8a70d:0x66de4df1d01d3fc8!8m2!3d50.3702464!4d4.459755!16s%2Fg%2F1tv3mvck!19sChIJDafIFesmwkcRyD8d0PFN3mY;NOT_FOUND;NON;OUI;NOT_FOUND;UNKNOWN
Cécili-Z;Numéro de téléphone: 0473 36 14 11;http://cecili-z.be/;info@cecili-z.be;NON;OUI;WordPress;UNKNOWN
HELHa Montignies-sur-Sambre;Numéro de téléphone: 071 15 98 00;https://www.helha.be/implantation/helha-montignies-sur-sambre/;accueil.campus.montignies@helha.be;OUI;OUI;WordPress;UNKNOWN
WonderWeb;Numéro de téléphone: 0484 98 85 42;https://wonderweb.be/;NOT_FOUND;NON;OUI;WordPress;UNKNOWN
E6K [École 6000];NOT_FOUND;http://www.e6k.be/;mail@adresse.com;NON;OUI;NOT_FOUND;UNKNOWN
Bedev Consulting;Numéro de téléphone: 0499 17 91 47;https://www.bedev.io/;info@bedev.io;NON;OUI;NOT_FOUND;UNKNOWN
Weblia - Développement d'applications mobiles à Charleroi;Numéro de téléphone: 0479 45 18 85;https://agence-weblia.com/;marc.dupont@belindustries.be;NON;OUI;NOT_FOUND;UNKNOWN
Delta Team srl;Numéro de téléphone: 0485 61 75 76;https://dteam.be/;info@dteam.be;NON;OUI;NOT_FOUND;UNKNOWN
Colors of life;Numéro de téléphone: 0486 79 36 62;http://www.colorsoflife.be/;info@colorsoflife.be;NON;OUI;WordPress;UNKNOWN
GlobalVision-Marketing;Numéro de téléphone: 0499 74 26 24;https://www.elitseo.com/;info@elitseo.com;NON;OUI;WordPress;UNKNOWN
BIGTOWER CHARLEROI;Numéro de téléphone: 071 27 08 90;https://bigtower.be/;haine@bigtower.be;NON;OUI;NOT_FOUND;UNKNOWN
Digital Vision;Numéro de téléphone: 0475 25 60 95;https://www.google.com/maps/place/SitePerso+-+Bernard+Dombrecht/data=!4m7!3m6!1s0x47c226eb15c8a70d:0x66de4df1d01d3fc8!8m2!3d50.3702464!4d4.459755!16s%2Fg%2F1tv3mvck!19sChIJDafIFesmwkcRyD8d0PFN3mY;NOT_FOUND;NON;OUI;NOT_FOUND;UNKNOWN
Click on web;NOT_FOUND;https://clickonweb.be/;info@clickonweb.be;NON;OUI;WordPress;UNKNOWN
Carolo Digital;NOT_FOUND;https://www.carolo.digital/;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
AKAIRO;Numéro de téléphone: 071 49 91 77;https://www.id2son.be/;NOT_FOUND;NON;OUI;NOT_FOUND;UNKNOWN
Noir Agency;Numéro de téléphone: +213 656 05 19 69;https://noiragency.in/;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
BE MIND COACHING;Numéro de téléphone: 0494 70 65 92;http://www.bemindcoaching.com/;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
ZedCard - Carte de visite connectée (NFC);Numéro de téléphone: 0460 94 78 54;https://www.google.com/maps/place/SitePerso+-+Bernard+Dombrecht/data=!4m7!3m6!1s0x47c226eb15c8a70d:0x66de4df1d01d3fc8!8m2!3d50.3702464!4d4.459755!16s%2Fg%2F1tv3mvck!19sChIJDafIFesmwkcRyD8d0PFN3mY;NOT_FOUND;NON;OUI;NOT_FOUND;UNKNOWN
HDM Network;Numéro de téléphone: 0485 16 09 96;https://www.hdmnetwork.com/;NOT_FOUND;NON;OUI;NOT_FOUND;UNKNOWN
Adrien Community Manager;Numéro de téléphone: 0471 25 11 16;https://www.google.com/maps/place/SitePerso+-+Bernard+Dombrecht/data=!4m7!3m6!1s0x47c226eb15c8a70d:0x66de4df1d01d3fc8!8m2!3d50.3702464!4d4.459755!16s%2Fg%2F1tv3mvck!19sChIJDafIFesmwkcRyD8d0PFN3mY;NOT_FOUND;NON;OUI;NOT_FOUND;UNKNOWN
Indigo Studio SRL;Numéro de téléphone: 0488 18 24 52;http://indigo-studio.be/;hello@indigo-studio.be;NON;OUI;WordPress;UNKNOWN
MonUnivers Digital;Numéro de téléphone: 0498 37 03 06;https://www.elitseo.com/;info@elitseo.com;NON;OUI;WordPress;UNKNOWN
Fixit Belgium;NOT_FOUND;https://www.fixit-belgium.be/;infos@fixit-belgium.be;NON;OUI;NOT_FOUND;UNKNOWN
Bérengère Timmerman - Consulting Business;NOT_FOUND;https://www.google.com/maps/place/SitePerso+-+Bernard+Dombrecht/data=!4m7!3m6!1s0x47c226eb15c8a70d:0x66de4df1d01d3fc8!8m2!3d50.3702464!4d4.459755!16s%2Fg%2F1tv3mvck!19sChIJDafIFesmwkcRyD8d0PFN3mY;NOT_FOUND;NON;OUI;NOT_FOUND;UNKNOWN
ALÉGORIX;Numéro de téléphone: 0467 05 95 20;https://alegorix.agency/;eric@alegorix.agency;NON;OUI;WordPress;UNKNOWN
IMMO TIROU;Numéro de téléphone: 071 58 50 50;http://www.immotirou.be/;info@immotirou.be;NON;OUI;NOT_FOUND;UNKNOWN
InfinityD&T – Développement & Technologies;Numéro de téléphone: 0499 15 92 49;https://infinity-dt.be/;contact@infinity-dt.be;NON;OUI;WordPress;UNKNOWN
ZEBRA MEDIA;Numéro de téléphone: 0455 18 87 66;http://zebramedia.fr/;NOT_FOUND;NON;OUI;WordPress;UNKNOWN
Uptalent formation;Numéro de téléphone: 0478 95 39 90;http://www.uptalent.be/;contact@uptalent.be;NON;OUI;WordPress;UNKNOWN
UpWeb Agency;Numéro de téléphone: 0499 24 18 53;https://www.google.com/maps/place/SitePerso+-+Bernard+Dombrecht/data=!4m7!3m6!1s0x47c226eb15c8a70d:0x66de4df1d01d3fc8!8m2!3d50.3702464!4d4.459755!16s%2Fg%2F1tv3mvck!19sChIJDafIFesmwkcRyD8d0PFN3mY;NOT_FOUND;NON;OUI;NOT_FOUND;UNKNOWN
Black Hills Web Agency;Numéro de téléphone: 071 29 91 40;http://black-hills.agency/;hello@black-hills.agency;NON;OUI;WordPress;UNKNOWN
Innova IT Agence;Numéro de téléphone: 0492 46 78 65;https://www.innovaitagence.com/;NOT_FOUND;NON;OUI;NOT_FOUND;UNKNOWN
eCade;Numéro de téléphone: 0495 32 58 41;http://www.ecade.biz/;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
PREGO! Italian Traiteur Charleroi;Numéro de téléphone: 071 15 10 05;https://prego.be/;NOT_FOUND;NON;OUI;WordPress;UNKNOWN
A1 Bat;Numéro de téléphone: 071 35 26 82;https://www.google.com/maps/place/SitePerso+-+Bernard+Dombrecht/data=!4m7!3m6!1s0x47c226eb15c8a70d:0x66de4df1d01d3fc8!8m2!3d50.3702464!4d4.459755!16s%2Fg%2F1tv3mvck!19sChIJDafIFesmwkcRyD8d0PFN3mY;NOT_FOUND;NON;OUI;NOT_FOUND;UNKNOWN
Rachidi;Numéro de téléphone: 0465 14 92 23;https://www.google.com/maps/place/SitePerso+-+Bernard+Dombrecht/data=!4m7!3m6!1s0x47c226eb15c8a70d:0x66de4df1d01d3fc8!8m2!3d50.3702464!4d4.459755!16s%2Fg%2F1tv3mvck!19sChIJDafIFesmwkcRyD8d0PFN3mY;NOT_FOUND;NON;OUI;NOT_FOUND;UNKNOWN
