Nom;Téléphone;Site;Email_Scrapé;Pixel_FB;Mobile_OK;CMS;IA_Relevant
Idéal Energy - Toitures et Isolation;Numéro de téléphone: 071 49 15 90;https://www.google.com/url?q=http://www.ideal-energy.be/&opi=79508299&sa=U&ved=0ahUKEwjkyb2Ike6RAxU03QIHHUYuOjYQ61gIEigO&usg=AOvVaw24esKgunH7OFureYx71TEE;info@ideal-energy.be;OUI;OUI;WordPress;TRUE
La Température Idéale HVAC;Numéro de téléphone: 071 30 82 45;https://www.google.com/url?q=https://www.temperatureideale.be/&opi=79508299&sa=U&ved=0ahUKEwj95uqLke6RAxWS2AIHHRyYOoEQ61gIEigO&usg=AOvVaw2oJK3QQeGllhPrXdzVw7vS;NOT_FOUND;NON;OUI;WordPress;FALSE
Iso Full;Numéro de téléphone: 071 11 66 05;https://www.google.com/url?q=https://www.isofull.be/&opi=79508299&sa=U&ved=0ahUKEwj9vsqOke6RAxVf5AIHHeuJAVYQ61gIEigO&usg=AOvVaw1WVEAWxP-zcmAgUmokepQU;iso.full@outlook.be;NON;OUI;NOT_FOUND;TRUE
Di Palma;Numéro de téléphone: 071 47 42 25;https://www.google.com/url?q=https://www.dipalma.be/&opi=79508299&sa=U&ved=0ahUKEwi_2uyRke6RAxXg0AIHHR3FCUIQ61gIEigO&usg=AOvVaw34lYbKM26-I8yJ6ONr83YX;info@dipalma.be;NON;OUI;NOT_FOUND;TRUE
L.P.Cooling;NOT_FOUND;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Vertik Access srl;Numéro de téléphone: 0475 81 02 66;https://www.google.com/url?q=http://www.fvertikaccess.be/&opi=79508299&sa=U&ved=0ahUKEwi_6d2qke6RAxVM-QIHHe4qDScQ61gIEigO&usg=AOvVaw2IJXgxNxfySZIVok6RmRNg;info@fvertikaccess.be;NON;OUI;WordPress;TRUE
SENEC Charleroi - Farciennes;Numéro de téléphone: 071 48 68 26;https://www.google.com/url?q=http://www.senec.be/&opi=79508299&sa=U&ved=0ahUKEwin0Juuke6RAxVp5AIHHfjoOfoQ61gIEigO&usg=AOvVaw0hCg78VcaEYvDQ3dsCAA3r;;NON;OUI;WordPress;FALSE
NELTANE srl;Numéro de téléphone: 071 47 25 83;https://www.google.com/url?q=http://www.neltane.com/&opi=79508299&sa=U&ved=0ahUKEwjc7oeyke6RAxXLRv4FHR-0AP8Q61gIEigO&usg=AOvVaw3FqcSw-puhM5QhnnuP_9Yr;NOT_FOUND;NON;OUI;WordPress;TRUE
GL Tech Concept;Numéro de téléphone: 0492 99 96 08;https://www.google.com/url?q=https://www.gltechconcept.be/&opi=79508299&sa=U&ved=0ahUKEwjMrtS1ke6RAxUR-AIHHaqWEx8Q61gICSgF&usg=AOvVaw0ZRxvSKedrJz13ytL2lU-q;info@gltechconcept.be;NON;OUI;NOT_FOUND;TRUE
STG salles de bains - Induscabel;Numéro de téléphone: 071 34 34 44;https://www.google.com/url?q=https://www.stg-sallesdebains.be/&opi=79508299&sa=U&ved=0ahUKEwiilpTCke6RAxVA2wIHHRYNCr0Q61gIEigO&usg=AOvVaw0QF9XnOqX7oVJmyeETLiA7;NOT_FOUND;OUI;OUI;NOT_FOUND;FALSE
LOCAMAT Charleroi;Numéro de téléphone: 071 30 58 85;https://www.google.com/url?q=https://www.locamat.be/magasins/magasins-2/Charleroi.html&opi=79508299&sa=U&ved=0ahUKEwjlnaTFke6RAxW05QIHHfXHAaMQ61gIEigO&usg=AOvVaw05ozDq8MFDcKksO12nVORh;NOT_FOUND;NON;OUI;NOT_FOUND;TRUE
Arcooling;Numéro de téléphone: 0472 96 34 21;https://www.google.com/url?q=http://www.arcooling.be/&opi=79508299&sa=U&ved=0ahUKEwjy6orJke6RAxU64wIHHUf-EdQQ61gICSgF&usg=AOvVaw3n55BV4pQAZSKubqv4n1bS;info@arcooling.be;NON;OUI;WordPress;TRUE
Cash Piscines;Numéro de téléphone: 071 31 94 83;https://www.google.com/url?q=https://www.cash-piscines.com/&opi=79508299&sa=U&ved=0ahUKEwia_qbWke6RAxXg-gIHHUt0IL0Q61gIEigO&usg=AOvVaw1Iox_68FyF0H4UnuD7kit1;NOT_FOUND;OUI;OUI;WordPress;TRUE
Ckelec;Numéro de téléphone: 0475 30 62 00;https://www.google.com/url?q=http://www.ckelec.be/&opi=79508299&sa=U&ved=0ahUKEwjwtrjZke6RAxXx1QIHHbdkAIAQ61gIEigO&usg=AOvVaw3Y6xF1CXxxbvQkbE4qY1Il;info@ckelec.be;NON;OUI;WordPress;FALSE
Delvaux Steven;Numéro de téléphone: 0495 40 35 55;https://www.google.com/url?q=http://www.delvauxsteven.com/&opi=79508299&sa=U&ved=0ahUKEwiA2OPbke6RAxWU4wIHHaXtCLEQ61gICSgF&usg=AOvVaw2O2_zm9h8JsrJzz5P6JNHG;info@delvauxsteven.com;NON;OUI;NOT_FOUND;TRUE
Interieur et Chaleur;Numéro de téléphone: 071 33 12 98;https://www.google.com/url?q=https://www.interieur-chaleur.be/&opi=79508299&sa=U&ved=0ahUKEwjW-7Toke6RAxVH-QIHHVkVHgAQ61gIEigO&usg=AOvVaw1Eh6gjvXN4Gg69mbPjjKbh;info@interieur-chaleur.be;NON;OUI;NOT_FOUND;FALSE
Belaqua-homeservice/ Panneaux Solaire Installateur;Numéro de téléphone: 0496 06 77 77;https://www.google.com/url?q=https://belaqua-homeservice.com/&opi=79508299&sa=U&ved=0ahUKEwj8g7vrke6RAxWe9QIHHXAsAUoQ61gIEigO&usg=AOvVaw265YsXfpfgwj6rU5SE4AdU;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Groupe Mengoli;Numéro de téléphone: 0491 12 27 28;https://www.google.com/url?q=https://www.groupemengoli.be/&opi=79508299&sa=U&ved=0ahUKEwifmc_uke6RAxW49AIHHVKmAhUQ61gIEigO&usg=AOvVaw0Z3drkpO6UvTACHXroj_bL;info@groupemengoli.be;NON;OUI;WordPress;TRUE
Vertik Access srl;Numéro de téléphone: 0475 81 02 66;https://www.google.com/url?q=http://www.fvertikaccess.be/&opi=79508299&sa=U&ved=0ahUKEwi_6d2qke6RAxVM-QIHHe4qDScQ61gIEigO&usg=AOvVaw2IJXgxNxfySZIVok6RmRNg;info@fvertikaccess.be;NON;OUI;WordPress;TRUE
Chauffagistes Radelet David;Numéro de téléphone: 0496 31 25 70;https://www.google.com/url?q=https://www.chauffagistes.be/&opi=79508299&sa=U&ved=0ahUKEwjw8s31ke6RAxUc3QIHHWPyElkQ61gIEigO&usg=AOvVaw1tXWEQXKYzABIOjFlNKkMl;info@chauffagistes.be;NON;OUI;NOT_FOUND;TRUE
SM Construct SRL Électricité & Climatisation;Numéro de téléphone: 0483 09 16 31;https://www.google.com/url?q=https://www.smconstruct-sa.be/&opi=79508299&sa=U&ved=0ahUKEwi4v7D4ke6RAxW45QIHHYu1AEAQ61gICSgF&usg=AOvVaw2Zv1kHbl-hcV-4qMuAY7_S;steven.malego@gmail.com;NON;OUI;WordPress;TRUE
BMP sprl;NOT_FOUND;https://www.google.com/url?q=http://www.bmp-sprl.be/&opi=79508299&sa=U&ved=0ahUKEwiDg4OFku6RAxX10gIHHdwvGMYQ61gIDigK&usg=AOvVaw2HxEb1wvrz1fsm9oXGlS0E;info@bmp-sprl.be;NON;OUI;WordPress;FALSE
logitherm;Numéro de téléphone: 0491 18 96 63;https://www.google.com/url?q=https://www.logitherm.be/&opi=79508299&sa=U&ved=0ahUKEwi-0IKRku6RAxXS5AIHHbUbN4MQ61gIBygE&usg=AOvVaw1hB3cHsfXIaHRuZCmH23a7;info@logitherm.be;NON;OUI;WordPress;TRUE
ELECTRO DEPOT CHATELINEAU;Numéro de téléphone: 071 49 97 90;https://www.google.com/url?q=https://stores.electrodepot.be/fr/belgique-BE/B617/electro-depot-chatelineau/details%3FfromGMB%3Dtrue&opi=79508299&sa=U&ved=0ahUKEwibx6yeku6RAxUozwIHHcprEkoQ61gIEigO&usg=AOvVaw0BgkOwqrCr0OvG8qj1Qqnk;contact-fr@electrodepot.be;NON;OUI;NOT_FOUND;FALSE
Tafsquare;Numéro de téléphone: 02 808 30 83;https://www.google.com/url?q=https://www.tafsquare.com/&opi=79508299&sa=U&ved=0ahUKEwiChImiku6RAxXfzwIHHaOoHEkQ61gIEigO&usg=AOvVaw0zLTqqjm6sRxT3iLbpKFTi;info@tafsquare.com;OUI;OUI;NOT_FOUND;FALSE
CB Energy;Numéro de téléphone: 071 30 68 11;https://www.google.com/url?q=https://cb-energy-photovoltaique.be/&opi=79508299&sa=U&ved=0ahUKEwio-dKkku6RAxVN1wIHHQ5NAdMQ61gIEigO&usg=AOvVaw3bPagUUtycayWPb07aDsGC;NOT_FOUND;OUI;OUI;WordPress;TRUE
Renoteca-Energies;Numéro de téléphone: 071 19 45 41;https://www.google.com/url?q=https://www.renoteca.be/&opi=79508299&sa=U&ved=0ahUKEwjL7b6nku6RAxX39gIHHchEA-wQ61gICSgF&usg=AOvVaw3G7Iw9WjHNQ_TRqzLf17UC;info@renoteca.be;NON;OUI;NOT_FOUND;TRUE
Reftech - Frigoriste: Pompe à chaleur - Climatisation;Numéro de téléphone: 0476 17 19 56;https://www.google.com/url?q=https://reftech.be/&opi=79508299&sa=U&ved=0ahUKEwj_krO0ku6RAxWE9AIHHbvSE50Q61gIEigO&usg=AOvVaw1YOTVmHC0B8ulA99KoExDF;info@reftech.be;NON;OUI;WordPress;FALSE
GM Concept;Numéro de téléphone: 0496 28 99 45;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Techni-Self chauffage, électricité, sanitaire, ventilation, climatisation et énergies renouvelables;Numéro de téléphone: 071 49 51 90;https://www.google.com/url?q=https://techniself.be/&opi=79508299&sa=U&ved=0ahUKEwjPmPPMku6RAxUM0wIHHQlTADYQ61gIEigO&usg=AOvVaw3HvFx-oneJBo_6C0e25TF-;NOT_FOUND;OUI;OUI;WordPress;TRUE
Thermo Confort Solution;Numéro de téléphone: 0497 33 36 00;https://www.google.com/url?q=https://www.facebook.com/share/14uAdkgP83/%3Fmibextid%3DwwXIfr&opi=79508299&sa=U&ved=0ahUKEwiRl_TPku6RAxU50AIHHa7vGRwQ61gICSgF&usg=AOvVaw37jxndmhUi8zetFzsKBl4o;renaud@thermoconfortsolution.be;NON;OUI;Wix;FALSE
PARTNER ENERGIE;Numéro de téléphone: 0493 73 73 00;https://www.google.com/url?q=https://www.partnerenergie.be/&opi=79508299&sa=U&ved=0ahUKEwjI3aLcku6RAxXK3gIHHXxVAn0Q61gIEigO&usg=AOvVaw2c8jOTnMOhWx0vp2K6GCM7;info@partnerenergie.be;NON;OUI;WordPress;FALSE
Bohm / Stephane;Numéro de téléphone: 071 22 85 74;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Delclim Anderlues;Numéro de téléphone: 0474 65 99 57;https://www.google.com/url?q=https://www.delclim.be/&opi=79508299&sa=U&ved=0ahUKEwjs4bPsku6RAxUl1gIHHaPaCIMQ61gIEigO&usg=AOvVaw2RScASbKTY1HLxk5IweELL;info@toiture-sinistri.be;NON;OUI;NOT_FOUND;TRUE
FMG Energie;Numéro de téléphone: 0472 64 83 19;https://www.google.com/url?q=https://fmgenergie.be/&opi=79508299&sa=U&ved=0ahUKEwis84bwku6RAxXszgIHHT9FG4gQ61gIEigO&usg=AOvVaw300OxtzD-F5LNxAWbb5sZT;info@fmgenergie.be;NON;OUI;WordPress;FALSE
Lidl;NOT_FOUND;https://www.google.com/url?q=https://www.lidl.be/&opi=79508299&sa=U&ved=0ahUKEwin27Dzku6RAxVv1AIHHXWbAAkQ61gIDigK&usg=AOvVaw2gn-9r3ZanNfzF5x-z_WzM;NOT_FOUND;NON;OUI;NOT_FOUND;FALSE
GMZ Chauffage;Numéro de téléphone: 0471 21 27 42;https://www.google.com/url?q=https://m.facebook.com/gmzchauffage&opi=79508299&sa=U&ved=0ahUKEwjCha-Ak-6RAxWO0QIHHfk7DLIQ61gICSgF&usg=AOvVaw00vn2xQQ95VSnspWvcib2z;info@gmzchauffage.be;NON;OUI;Wix;TRUE
SERVIPOOLS;Numéro de téléphone: 071 25 35 28;https://www.google.com/url?q=https://www.servipools.be/&opi=79508299&sa=U&ved=0ahUKEwjQ8dWMk-6RAxX00gIHHXRJGr8Q61gIEigO&usg=AOvVaw3FkYq1FmD8YqevjwKVr1Bl;info@servipools.be;NON;OUI;WordPress;FALSE
J Paulus Et Fils sprl;Numéro de téléphone: 071 36 13 61;https://www.google.com/url?q=http://www.jpaulusetfils.com/&opi=79508299&sa=U&ved=0ahUKEwjv7_WPk-6RAxX72AIHHQTAA4sQ61gIEigO&usg=AOvVaw3EYPwq-uzLqVDUDNhGK2On;info@jpaulusetfils.com;NON;OUI;NOT_FOUND;FALSE
Chauffalya Chauffage Climatisation Pompe à chaleur;Numéro de téléphone: 0478 40 26 36;https://www.google.com/url?q=https://chauffalya.be/&opi=79508299&sa=U&ved=0ahUKEwi3kqiTk-6RAxVR9gIHHb8DHYsQ61gIEigO&usg=AOvVaw0YrdXId9-EnZET86wonsc0;contact@chauffalya.be;NON;OUI;NOT_FOUND;TRUE
